"track_name","latitude","longitude","views","artist_name","track_link","country_code","geo_name","geonameid","boundaries_admin_0","boundaries_admin_1","boundaries_postal_1"
"Freaky Friday",53.68331,-1.49768,26813,"Lil Dicky","aZla1ttZHaw","GB","Wakefield",2634910,"GB","GBA1E11000006","GBP1WF"
"Freaky Friday",53.71667,-1.85,51925,"Lil Dicky","aZla1ttZHaw","GB","Halifax",2647632,"GB","GBA1E11000006","GBP1HX"
"Freaky Friday",53.7446,-0.33525,84717,"Lil Dicky","aZla1ttZHaw","GB","Kingston upon Hull",2645425,"GB","GBA1E06000010","GBP1HU"
"Freaky Friday",53.79391,-1.75206,90275,"Lil Dicky","aZla1ttZHaw","GB","Bradford",2654993,"GB","GBA1E11000006","GBP1BD"
"Freaky Friday",53.79648,-1.54785,356115,"Lil Dicky","aZla1ttZHaw","GB","Leeds",2644688,"GB","GBA1E11000006","GBP1LS"
"Freaky Friday",53.81667,-3.05,59752,"Lil Dicky","aZla1ttZHaw","GB","Blackpool",2655459,"GB","GBA1E06000009","GBP1FY"
"Freaky Friday",54.52429,-1.55039,36973,"Lil Dicky","aZla1ttZHaw","GB","Darlington",2651513,"GB","GBA1E06000005","GBP1DL"
"Freaky Friday",54.56848,-1.3187,30627,"Lil Dicky","aZla1ttZHaw","GB","Stockton-on-Tees",2636876,"GB","GBA1E06000004","GBP1TS"
"Freaky Friday",54.57623,-1.23483,91524,"Lil Dicky","aZla1ttZHaw","GB","Middlesbrough",2642607,"GB","GBA1E06000002","GBP1TS"
"Freaky Friday",54.59682,-5.92541,184073,"Lil Dicky","aZla1ttZHaw","GB","Belfast",2655984,"GB","GBA1N09000003","GBP1BT"
"Freaky Friday",54.68611,-1.2125,29672,"Lil Dicky","aZla1ttZHaw","GB","Hartlepool",2647400,"GB","GBA1E06000001","GBP1TS"
"Freaky Friday",54.90465,-1.38222,70826,"Lil Dicky","aZla1ttZHaw","GB","Sunderland",2636531,"GB","GBA1E11000007","GBP1SR"
"Freaky Friday",54.96209,-1.60168,34509,"Lil Dicky","aZla1ttZHaw","GB","Gateshead",2648773,"GB","GBA1E11000007","GBP1NE"
"Freaky Friday",54.97328,-1.61396,191527,"Lil Dicky","aZla1ttZHaw","GB","Newcastle upon Tyne",2641673,"GB","GBA1E11000007","GBP1NE"
"Freaky Friday",54.99859,-1.4323,27986,"Lil Dicky","aZla1ttZHaw","GB","South Shields",2637329,"GB","GBA1E11000007","GBP1NE"
"Freaky Friday",55.76667,-4.03333,32819,"Lil Dicky","aZla1ttZHaw","GB","Hamilton",2647570,"GB","GBA1S12000029","GBP1ML"
"Freaky Friday",55.83173,-4.43254,16698,"Lil Dicky","aZla1ttZHaw","GB","Paisley",2640677,"GB","GBA1S12000038","GBP1PA"
"Freaky Friday",55.86515,-4.25763,268258,"Lil Dicky","aZla1ttZHaw","GB","Glasgow",2648579,"GB","GBA1S12000046","GBP1G"
"Freaky Friday",55.90288,-3.52261,33188,"Lil Dicky","aZla1ttZHaw","GB","Livingston",2644204,"GB","GBA1S12000040","GBP1EH"
"Freaky Friday",55.94838,-4.76121,13750,"Lil Dicky","aZla1ttZHaw","GB","Greenock",2647948,"GB","GBA1S12000018","GBP1PA"
"Friends (Marshmello & Anne-Marie)",49.854,18.54169,6604,"Marshmello","jzD_yyEcp0M","CZ","Karviná",3073789,"CZ","CZA180","CZP173"
"Friends (Marshmello & Anne-Marie)",50.46048,13.41779,8679,"Marshmello","jzD_yyEcp0M","CZ","Chomutov",3077685,"CZ","CZA142","CZP143"
"Friends (Marshmello & Anne-Marie)",55.64152,12.08035,13220,"Marshmello","jzD_yyEcp0M","DK","Roskilde",2614481,"DK","DKA1085","DKP140"
"Friends (Marshmello & Anne-Marie)",55.65719,12.47364,8345,"Marshmello","jzD_yyEcp0M","DK","Hvidovre",2619528,"DK","DKA1084","DKP126"
"Friends (Marshmello & Anne-Marie)",55.86066,9.85034,16567,"Marshmello","jzD_yyEcp0M","DK","Horsens",2619771,"DK","DKA1082","DKP187"
"Friends (Marshmello & Anne-Marie)",56.1697,9.54508,21900,"Marshmello","jzD_yyEcp0M","DK","Silkeborg",2614030,"DK","DKA1082","DKP186"
"Galy Anta",26.22787,50.58565,215643,"Saif Nabeel","Ld4J_JWeGY0","BH","Manama",290340,"BH","BHA11","BHP103"
"Gappi",42.21389,20.73972,1229,"Preet Hundal","IwJ0xHIYsg4","XK","Prizren",786712,"KS","KSA15","KSP120"
"Garun Garun",40.18111,44.51361,1242688,"Tigran Asatryan","aA2OJLBukLI","AM","Yerevan",616052,"AM","AMA101","AMP100"
"Ghazali",30.42018,-9.59815,446145,"Saad Lamjarred","lhnmVSB-Rxc","MA","Agadir",2561668,"MA","MAA104","MAP18"
"Ghazali",31.63416,-7.99994,512203,"Saad Lamjarred","lhnmVSB-Rxc","MA","Marrakesh",2542997,"MA","MAA107","MAP14"
"Ghazali",32.33725,-6.34983,75646,"Saad Lamjarred","lhnmVSB-Rxc","MA","Beni Mellal",2555745,"MA","MAA112","MAP12"
"Ghazali",33.00103,-7.61662,82772,"Saad Lamjarred","lhnmVSB-Rxc","MA","Settat",2537406,"MA","MAA106","MAP12"
"Ghazali",33.25682,-8.50882,100970,"Saad Lamjarred","lhnmVSB-Rxc","MA","El Jadid",2550078,"MA","MAA111","MAP12"
"Ghazali",33.58831,-7.61138,2526426,"Saad Lamjarred","lhnmVSB-Rxc","MA","Casablanca",2553604,"MA","MAA109","MAP12"
"Ghazali",33.89352,-5.54727,282196,"Saad Lamjarred","lhnmVSB-Rxc","MA","Meknès",2542715,"MA","MAA113","MAP15"
"Ghazali",34.01325,-6.83255,326259,"Saad Lamjarred","lhnmVSB-Rxc","MA","Rabat",2538475,"MA","MAA110","MAP11"
"Ghazali",34.03313,-5.00028,383301,"Saad Lamjarred","lhnmVSB-Rxc","MA","Fès",2548885,"MA","MAA114","MAP13"
"Ghazali",34.26101,-6.5802,206287,"Saad Lamjarred","lhnmVSB-Rxc","MA","Kenitra",2544571,"MA","MAA105","MAP11"
"Ghazali",35.76727,-5.79975,315118,"Saad Lamjarred","lhnmVSB-Rxc","MA","Tangier",2530335,"MA","MAA116","MAP19"
"Gledai kak se pravi (feat. Slavi Trifonov)",41.65,25.36667,57841,"Krisko","ycgvsLVtofA","BG","Kardzhali",729794,"BG","BGA142","BGP166"
"Gledai kak se pravi (feat. Slavi Trifonov)",41.93415,25.55557,92211,"Krisko","ycgvsLVtofA","BG","Haskovo",730435,"BG","BGA142","BGP163"
"Gledai kak se pravi (feat. Slavi Trifonov)",42.01667,23.1,106437,"Krisko","ycgvsLVtofA","BG","Blagoevgrad",733191,"BG","BGA141","BGP127"
"Gledai kak se pravi (feat. Slavi Trifonov)",42.01667,24.86667,41939,"Krisko","ycgvsLVtofA","BG","Asenovgrad",733618,"BG","BGA142","BGP142"
"Gledai kak se pravi (feat. Slavi Trifonov)",42.05,25.6,33558,"Krisko","ycgvsLVtofA","BG","Dimitrovgrad",732263,"BG","BGA142","BGP164"
"Gledai kak se pravi (feat. Slavi Trifonov)",42.15,24.75,330210,"Krisko","ycgvsLVtofA","BG","Plovdiv",728193,"BG","BGA142","BGP140"
"Gledai kak se pravi (feat. Slavi Trifonov)",42.2,24.33333,98594,"Krisko","ycgvsLVtofA","BG","Pazardzhik",728378,"BG","BGA142","BGP144"
"Gledai kak se pravi (feat. Slavi Trifonov)",42.28389,22.69111,38954,"Krisko","ycgvsLVtofA","BG","Kyustendil",729730,"BG","BGA141","BGP125"
"Gledai kak se pravi (feat. Slavi Trifonov)",42.43278,25.64194,141977,"Krisko","ycgvsLVtofA","BG","Stara Zagora",726848,"BG","BGA142","BGP160"
"Gledai kak se pravi (feat. Slavi Trifonov)",42.48333,26.5,70026,"Krisko","ycgvsLVtofA","BG","Yambol",725578,"BG","BGA134","BGP186"
"Gledai kak se pravi (feat. Slavi Trifonov)",42.50606,27.46781,222039,"Krisko","ycgvsLVtofA","BG","Burgas",732770,"BG","BGA134","BGP180"
"Gledai kak se pravi (feat. Slavi Trifonov)",42.6,23.03333,72309,"Krisko","ycgvsLVtofA","BG","Pernik",728330,"BG","BGA141","BGP123"
"Gledai kak se pravi (feat. Slavi Trifonov)",42.61667,25.4,70368,"Krisko","ycgvsLVtofA","BG","Kazanlak",730496,"BG","BGA142","BGP161"
"Gledai kak se pravi (feat. Slavi Trifonov)",42.68583,26.32917,111822,"Krisko","ycgvsLVtofA","BG","Sliven",727079,"BG","BGA134","BGP188"
"Gledai kak se pravi (feat. Slavi Trifonov)",42.69751,23.32415,3088361,"Krisko","ycgvsLVtofA","BG","Sofia",727011,"BG","BGA141","BGP110"
"Gledai kak se pravi (feat. Slavi Trifonov)",42.87472,25.33417,42742,"Krisko","ycgvsLVtofA","BG","Gabrovo",731549,"BG","BGA132","BGP153"
"Gledai kak se pravi (feat. Slavi Trifonov)",43.08124,25.62904,122743,"Krisko","ycgvsLVtofA","BG","Veliko Tŭrnovo",725993,"BG","BGA132","BGP150"
"Gledai kak se pravi (feat. Slavi Trifonov)",43.21,23.5625,77961,"Krisko","ycgvsLVtofA","BG","Vratsa",725712,"BG","BGA131","BGP130"
"Gledai kak se pravi (feat. Slavi Trifonov)",43.21667,27.91667,328324,"Krisko","ycgvsLVtofA","BG","Varna",726050,"BG","BGA133","BGP190"
"Gledai kak se pravi (feat. Slavi Trifonov)",43.27064,26.92286,91418,"Krisko","ycgvsLVtofA","BG","Shumen",727233,"BG","BGA133","BGP197"
"Gledai kak se pravi (feat. Slavi Trifonov)",43.41667,24.61667,108498,"Krisko","ycgvsLVtofA","BG","Pleven",728203,"BG","BGA132","BGP158"
"Gledai kak se pravi (feat. Slavi Trifonov)",43.56667,27.83333,92724,"Krisko","ycgvsLVtofA","BG","Dobrich",726418,"BG","BGA133","BGP193"
"Gledai kak se pravi (feat. Slavi Trifonov)",43.85639,25.97083,151513,"Krisko","ycgvsLVtofA","BG","Ruse",727523,"BG","BGA132","BGP170"
"Gledai kak se pravi (feat. Slavi Trifonov)",43.99,22.8725,48054,"Krisko","ycgvsLVtofA","BG","Vidin",725905,"BG","BGA131","BGP137"
"God's Plan",31.84568,-102.36764,24668,"Drake","xpVfcZ0ZcFM","US","Odessa",5527554,"US","USA148","USP179"
"God's Plan",33.78391,-116.95864,6068,"Drake","xpVfcZ0ZcFM","US","San Jacinto",5392090,"US","USA106","USP192"
"God's Plan",36.96134,-120.06072,17456,"Drake","xpVfcZ0ZcFM","US","Madera",5369568,"US","USA106","USP193"
"God's Plan",37.77422,-87.11333,15782,"Drake","xpVfcZ0ZcFM","US","Owensboro",4303436,"US","USA121","USP142"
"God's Plan",40.75839,-82.51545,11635,"Drake","xpVfcZ0ZcFM","US","Mansfield",5161723,"US","USA139","USP144"
"God's Plan",43.775,-88.43883,10056,"Drake","xpVfcZ0ZcFM","US","Fond du Lac",5253352,"US","USA155","USP154"
"Good Morning Teacher",19.90858,99.8325,204757,"Atom Chanagun","FtDaTXg1wOs","TH","Chiang Rai",1153669,"TH","THA157","THP157"
"Gringo",5.55602,-0.1969,792976,"Shatta Wale","2BnoV5WGQ1M","GH","Accra",2306104,"GH","GHA105",""
"Guleba (Mervin Solomon & Anirudh Ravichander)",10.78523,79.13909,15418,"Mervin Solomon","QVgSyvzmbxw","IN","Tanjore",1254649,"IN","INA133","INP16130"
"Guleba (Mervin Solomon & Anirudh Ravichander)",10.8155,78.69651,155378,"Mervin Solomon","QVgSyvzmbxw","IN","Tiruchirappalli",1254388,"IN","INA133","INP16201"
"Guleba (Mervin Solomon & Anirudh Ravichander)",11.93381,79.82979,87957,"Mervin Solomon","QVgSyvzmbxw","IN","Puducherry",1259425,"IN","INA134","INP16050"
"Guleba (Mervin Solomon & Anirudh Ravichander)",12.9184,79.13255,20701,"Mervin Solomon","QVgSyvzmbxw","IN","Vellore",1253286,"IN","INA133","INP16320"
"Guleba (Mervin Solomon & Anirudh Ravichander)",13.08784,80.27847,4601152,"Mervin Solomon","QVgSyvzmbxw","IN","Chennai",1264527,"IN","INA133","INP16000"
"Guleba (Mervin Solomon & Anirudh Ravichander)",8.72742,77.6838,15865,"Mervin Solomon","QVgSyvzmbxw","IN","Tirunelveli",1254361,"IN","INA133","INP16277"
"Hanen",9.02497,38.74689,163270,"Selamawit Yohannes","S0nA9MB4ULE","ET","Addis Ababa",344979,"ET","ETA110",""
"Hello",6.80448,-58.15527,79274,"Kes","Nh_iSHsVsPA","GY","Georgetown",3378644,"GY","GYA104",""
"Hurtin' Me",10.66668,-61.51889,193050,"French Montana","DNdLFbEZC2Y","TT","Port of Spain",3573890,"TT","TTA110",""
"Kalyaana Vayasu",11.00555,76.96612,567131,"Anirudh Ravichander","iPimqm8a1Nk","IN","Coimbatore",1273865,"IN","INA133","INP16410"
"Kalyaana Vayasu",9.91769,78.11898,25814,"Anirudh Ravichander","iPimqm8a1Nk","IN","Madurai",1264521,"IN","INA133","INP16250"
"Kawaii",31.25181,34.7913,163666,"Static and Ben El Tavori","Vj0GqUeUstM","IL","Beersheba",295530,"IL","ILA16","ILP184"
"Kawaii",31.66926,34.57149,47980,"Static and Ben El Tavori","Vj0GqUeUstM","IL","Ashkelon",295620,"IL","ILA16","ILP178"
"Kawaii",31.76904,35.21633,352295,"Static and Ben El Tavori","Vj0GqUeUstM","IL","Jerusalem",281184,"IL","ILA11","ILP192"
"Kawaii",31.78199,35.21961,352295,"Static and Ben El Tavori","Vj0GqUeUstM","IL","West Jerusalem",7498240,"IL","ILA11","ILP194"
"Kawaii",31.78336,35.23388,352295,"Static and Ben El Tavori","Vj0GqUeUstM","PS","East Jerusalem",7303419,"IL","ILA11","ILP197"
"Kawaii",31.79213,34.64966,80623,"Static and Ben El Tavori","Vj0GqUeUstM","IL","Ashdod",295629,"IL","ILA16","ILP177"
"Kawaii",31.89421,34.81199,90230,"Static and Ben El Tavori","Vj0GqUeUstM","IL","Reẖovot",293725,"IL","ILA14","ILP176"
"Kawaii",31.97102,34.78939,123753,"Static and Ben El Tavori","Vj0GqUeUstM","IL","Rishon LeẔiyyon",293703,"IL","ILA14","ILP175"
"Kawaii",32.01034,34.77918,106826,"Static and Ben El Tavori","Vj0GqUeUstM","IL","H̱olon",294751,"IL","ILA15","ILP158"
"Kawaii",32.08088,34.78057,6705108,"Static and Ben El Tavori","Vj0GqUeUstM","IL","Tel Aviv",293397,"IL","ILA15","ILP164"
"Kawaii",32.08227,34.81065,80622,"Static and Ben El Tavori","Vj0GqUeUstM","IL","Ramat Gan",293788,"IL","ILA15","ILP153"
"Kawaii",32.08707,34.88747,175268,"Static and Ben El Tavori","Vj0GqUeUstM","IL","Petaẖ Tiqwa",293918,"IL","ILA14","ILP149"
"Kawaii",32.16627,34.82536,55027,"Static and Ben El Tavori","Vj0GqUeUstM","IL","Herzliya",294778,"IL","ILA15","ILP146"
"Kawaii",32.175,34.90694,45921,"Static and Ben El Tavori","Vj0GqUeUstM","IL","Kfar Saba",294514,"IL","ILA14","ILP144"
"Kawaii",32.33291,34.85992,107822,"Static and Ben El Tavori","Vj0GqUeUstM","IL","Netanya",294071,"IL","ILA14","ILP142"
"Kawaii",32.44192,34.9039,50298,"Static and Ben El Tavori","Vj0GqUeUstM","IL","Hadera",294946,"IL","ILA13","ILP138"
"Kawaii",32.81841,34.9885,162177,"Static and Ben El Tavori","Vj0GqUeUstM","IL","Haifa",294801,"IL","ILA13","ILP133"
"Kawaii",33.00892,35.09814,40557,"Static and Ben El Tavori","Vj0GqUeUstM","IL","Nahariyya",294117,"IL","ILA12","ILP122"
"Kol Myliu",54.39635,24.04142,18047,"Ieva Zasimauskaitė","q5zBaNFUQ9A","LT","Alytus",601084,"LT","LTA101","LTP162"
"Kol Myliu",54.55991,23.35412,14621,"Ieva Zasimauskaitė","q5zBaNFUQ9A","LT","Marijampolė",597231,"LT","LTA104","LTP168"
"Kol Myliu",54.68916,25.2798,551733,"Ieva Zasimauskaitė","q5zBaNFUQ9A","LT","Vilnius",593116,"LT","LTA110","LTP101"
"Kol Myliu",55.70888,21.14312,62339,"Ieva Zasimauskaitė","q5zBaNFUQ9A","LT","Klaipėda",598098,"LT","LTA103","LTP191"
"Kol Myliu",55.73333,24.35,36830,"Ieva Zasimauskaitė","q5zBaNFUQ9A","LT","Panevėžys",596128,"LT","LTA105","LTP135"
"Kol Myliu",55.93333,23.31667,51469,"Ieva Zasimauskaitė","q5zBaNFUQ9A","LT","Šiauliai",594739,"LT","LTA106","LTP176"
"Kol Myliu",56.31667,22.33333,14835,"Ieva Zasimauskaitė","q5zBaNFUQ9A","LT","Mazeikiai",597188,"LT","LTA108","LTP189"
"Komshia",40.46667,19.48972,50753,"West Side Family","qIiD0jHyDSA","AL","Vlorë",3183719,"AL","ALA112","ALP194"
"Ksazobalit",-29.12107,26.214,19056,"Cassper Nyovest","d59ADlwvJQY","ZA","Bloemfontein",1018725,"ZA","ZAA1FS",""
"Kwa Ngwaru (feat. Diamond Platnumz)",-1.28333,36.81667,2655368,"Harmonize","alu7e4TnyAA","KE","Nairobi",184745,"KE","KEA104","KEP10"
"Kwa Ngwaru (feat. Diamond Platnumz)",-1.94995,30.05885,160994,"Harmonize","alu7e4TnyAA","RW","Kigali",202061,"RW","RWA11",""
"Kwa Ngwaru (feat. Diamond Platnumz)",-3.36667,36.68333,15179,"Harmonize","alu7e4TnyAA","TZ","Arusha",161325,"TZ","TZA101",""
"Kwa Ngwaru (feat. Diamond Platnumz)",-6.82349,39.26951,1844690,"Harmonize","alu7e4TnyAA","TZ","Dar es Salaam",160263,"TZ","TZA102",""
"La Cintura",33.99084,-118.46008,180997,"Alvaro Soler","Eg4LUvUjUWI","US","Venice",5405841,"US","USA106","USP190"
"La Cintura",37.07542,15.28664,84725,"Alvaro Soler","Eg4LUvUjUWI","IT","Siracusa",2523083,"IT","ITA119","ITP196"
"La Cintura",37.49223,15.07041,325257,"Alvaro Soler","Eg4LUvUjUWI","IT","Catania",2525068,"IT","ITA119","ITP195"
"La Cintura",38.19394,15.55256,41402,"Alvaro Soler","Eg4LUvUjUWI","IT","Messina",2524170,"IT","ITA119","ITP198"
"La Cintura",38.88247,16.60086,98891,"Alvaro Soler","Eg4LUvUjUWI","IT","Catanzaro",2525059,"IT","ITA118","ITP188"
"La Cintura",39.22935,9.25004,41039,"Alvaro Soler","Eg4LUvUjUWI","IT","Quartu Sant'Elena",2523665,"IT","ITA120","ITP109"
"La Cintura",39.23054,9.11917,66120,"Alvaro Soler","Eg4LUvUjUWI","IT","Cagliari",2525473,"IT","ITA120","ITP109"
"La Cintura",39.2989,16.25307,73779,"Alvaro Soler","Eg4LUvUjUWI","IT","Cosenza",2524907,"IT","ITA118","ITP187"
"La Cintura",40.35481,18.17244,123406,"Alvaro Soler","Eg4LUvUjUWI","IT","Lecce",3174953,"IT","ITA116","ITP173"
"La Cintura",40.46438,17.24707,78453,"Alvaro Soler","Eg4LUvUjUWI","IT","Taranto",3165926,"IT","ITA116","ITP174"
"La Cintura",40.67545,14.79328,50567,"Alvaro Soler","Eg4LUvUjUWI","IT","Salerno",3168673,"IT","ITA115","ITP184"
"La Cintura",40.72586,8.55552,74693,"Alvaro Soler","Eg4LUvUjUWI","IT","Sassari",3167096,"IT","ITA120","ITP107"
"La Cintura",40.91494,14.79103,28510,"Alvaro Soler","Eg4LUvUjUWI","IT","Avellino",3182650,"IT","ITA115","ITP183"
"La Cintura",41.11148,16.8554,294592,"Alvaro Soler","Eg4LUvUjUWI","IT","Bari",3182351,"IT","ITA116","ITP170"
"La Cintura",41.1307,14.77816,13672,"Alvaro Soler","Eg4LUvUjUWI","IT","Benevento",3182179,"IT","ITA115","ITP182"
"La Cintura",41.45845,15.55188,62501,"Alvaro Soler","Eg4LUvUjUWI","IT","Foggia",3176885,"IT","ITA116","ITP171"
"La Cintura",41.46614,12.9043,12672,"Alvaro Soler","Eg4LUvUjUWI","IT","Latina",3175058,"IT","ITA112","ITP104"
"La Cintura",41.89193,12.51133,2855414,"Alvaro Soler","Eg4LUvUjUWI","IT","Rome",3169070,"IT","ITA112","ITP100"
"La Cintura",42.34827,14.16494,58622,"Alvaro Soler","Eg4LUvUjUWI","IT","Chieti",3178796,"IT","ITA113","ITP166"
"La Cintura",42.4584,14.20283,103169,"Alvaro Soler","Eg4LUvUjUWI","IT","Pescara",3171168,"IT","ITA113","ITP165"
"La Cintura",42.56335,12.64329,28310,"Alvaro Soler","Eg4LUvUjUWI","IT","Terni",3165771,"IT","ITA110","ITP105"
"La Cintura",43.1122,12.38878,35926,"Alvaro Soler","Eg4LUvUjUWI","IT","Perugia",3171180,"IT","ITA110","ITP106"
"La Cintura",43.31822,11.33064,17180,"Alvaro Soler","Eg4LUvUjUWI","IT","Siena",3166548,"IT","ITA109","ITP153"
"La Cintura",43.5942,13.50337,29037,"Alvaro Soler","Eg4LUvUjUWI","IT","Ancona",3183089,"IT","ITA111","ITP160"
"La Cintura",43.70853,10.4036,69840,"Alvaro Soler","Eg4LUvUjUWI","IT","Pisa",3170647,"IT","ITA109","ITP156"
"La Cintura",43.77925,11.24626,385148,"Alvaro Soler","Eg4LUvUjUWI","IT","Florence",3176959,"IT","ITA109","ITP150"
"La Cintura",43.84369,10.50447,97570,"Alvaro Soler","Eg4LUvUjUWI","IT","Lucca",3174530,"IT","ITA109","ITP155"
"La Cintura",43.8805,11.09699,84344,"Alvaro Soler","Eg4LUvUjUWI","IT","Prato",3169921,"IT","ITA109","ITP159"
"La Cintura",44.05755,12.56528,73928,"Alvaro Soler","Eg4LUvUjUWI","IT","Rimini",3169361,"IT","ITA108","ITP147"
"La Cintura",44.1391,12.24315,43583,"Alvaro Soler","Eg4LUvUjUWI","IT","Cesena",3178957,"IT","ITA108","ITP147"
"La Cintura",44.22177,12.04144,35626,"Alvaro Soler","Eg4LUvUjUWI","IT","Forlì",3176746,"IT","ITA108","ITP147"
"La Cintura",44.40478,8.94439,171534,"Alvaro Soler","Eg4LUvUjUWI","IT","Genoa",3176219,"IT","ITA107","ITP116"
"La Cintura",44.41344,12.20121,20725,"Alvaro Soler","Eg4LUvUjUWI","IT","Ravenna",3169561,"IT","ITA108","ITP148"
"La Cintura",44.49381,11.33875,323832,"Alvaro Soler","Eg4LUvUjUWI","IT","Bologna",3181928,"IT","ITA108","ITP140"
"La Cintura",44.64783,10.92539,88587,"Alvaro Soler","Eg4LUvUjUWI","IT","Modena",3173331,"IT","ITA108","ITP141"
"La Cintura",44.69825,10.63125,51628,"Alvaro Soler","Eg4LUvUjUWI","IT","Reggio nell'Emilia",3169522,"IT","ITA108","ITP142"
"La Cintura",44.79935,10.32618,87810,"Alvaro Soler","Eg4LUvUjUWI","IT","Parma",3171457,"IT","ITA108","ITP143"
"La Cintura",44.83804,11.62057,12752,"Alvaro Soler","Eg4LUvUjUWI","IT","Ferrara",3177090,"IT","ITA108","ITP144"
"La Cintura",44.90924,8.61007,9750,"Alvaro Soler","Eg4LUvUjUWI","IT","Alessandria",3183299,"IT","ITA101","ITP115"
"La Cintura",45.07049,7.68682,517104,"Alvaro Soler","Eg4LUvUjUWI","IT","Turin",3165524,"IT","ITA101","ITP110"
"La Cintura",45.13325,10.02129,14364,"Alvaro Soler","Eg4LUvUjUWI","IT","Cremona",3177838,"IT","ITA103","ITP126"
"La Cintura",45.19205,9.15917,30143,"Alvaro Soler","Eg4LUvUjUWI","IT","Pavia",3171366,"IT","ITA103","ITP127"
"La Cintura",45.40797,11.88586,117169,"Alvaro Soler","Eg4LUvUjUWI","IT","Padova",3171728,"IT","ITA105","ITP135"
"La Cintura",45.4299,10.98444,144707,"Alvaro Soler","Eg4LUvUjUWI","IT","Verona",3164527,"IT","ITA105","ITP137"
"La Cintura",45.43713,12.33265,180997,"Alvaro Soler","Eg4LUvUjUWI","IT","Venice",3164603,"IT","ITA105","ITP130"
"La Cintura",45.44694,8.62118,70175,"Alvaro Soler","Eg4LUvUjUWI","IT","Novara",3172189,"IT","ITA101","ITP128"
"La Cintura",45.46427,9.18951,2141646,"Alvaro Soler","Eg4LUvUjUWI","IT","Milan",3173435,"IT","ITA103","ITP120"
"La Cintura",45.53558,10.21472,154732,"Alvaro Soler","Eg4LUvUjUWI","IT","Brescia",3181554,"IT","ITA103","ITP125"
"La Cintura",45.54672,11.5475,139315,"Alvaro Soler","Eg4LUvUjUWI","IT","Vicenza",3164419,"IT","ITA105","ITP136"
"La Cintura",45.58005,9.27246,106528,"Alvaro Soler","Eg4LUvUjUWI","IT","Monza",3172629,"IT","ITA103","ITP120"
"La Cintura",45.66673,12.2416,86805,"Alvaro Soler","Eg4LUvUjUWI","IT","Treviso",3165201,"IT","ITA105","ITP131"
"La Cintura",45.69601,9.66721,136788,"Alvaro Soler","Eg4LUvUjUWI","IT","Bergamo",3182164,"IT","ITA103","ITP124"
"La Cintura",45.80819,9.0832,62261,"Alvaro Soler","Eg4LUvUjUWI","IT","Como",3178229,"IT","ITA103","ITP122"
"La Cintura",46.01008,8.96004,45907,"Alvaro Soler","Eg4LUvUjUWI","CH","Lugano",2659836,"CH","CHA121","CHP169"
"La Cintura",46.06787,11.12108,39889,"Alvaro Soler","Eg4LUvUjUWI","IT","Trento",3165243,"IT","ITA104","ITP138"
"La Cintura",46.0693,13.23715,96284,"Alvaro Soler","Eg4LUvUjUWI","IT","Udine",3165072,"IT","ITA106","ITP133"
"La Cintura",46.49067,11.33982,64779,"Alvaro Soler","Eg4LUvUjUWI","IT","Bolzano",3181913,"IT","ITA104","ITP139"
"La La Laletta (Unplugged)",10.51667,76.21667,81568,"Prarthana Indrajith","OJCkO1w9JoY","IN","Trichūr",1254187,"IN","INA132","INP16800"
"La La Laletta (Unplugged)",10.77319,76.65366,22037,"Prarthana Indrajith","OJCkO1w9JoY","IN","Pālghāt",1260728,"IN","INA132","INP16780"
"La La Laletta (Unplugged)",11.04199,76.08154,4126,"Prarthana Indrajith","OJCkO1w9JoY","IN","Malappuram",1264154,"IN","INA132","INP16765"
"La La Laletta (Unplugged)",11.86752,75.35763,20225,"Prarthana Indrajith","OJCkO1w9JoY","IN","Kannur",1274987,"IN","INA132","INP16700"
"La La Laletta (Unplugged)",8.4855,76.94924,205970,"Prarthana Indrajith","OJCkO1w9JoY","IN","Thiruvananthapuram",1254163,"IN","INA132","INP16950"
"La La Laletta (Unplugged)",8.88113,76.58469,26392,"Prarthana Indrajith","OJCkO1w9JoY","IN","Kollam",1259091,"IN","INA132","INP16910"
"La La Laletta (Unplugged)",9.58692,76.52132,21907,"Prarthana Indrajith","OJCkO1w9JoY","IN","Kottayam",1265911,"IN","INA132","INP16860"
"La même (feat. Vianney)",43.3,-0.36667,45305,"Maître Gims","fC6YV65JJ6g","FR","Pau",2988358,"FR","FRA175",""
"La même (feat. Vianney)",43.48333,-1.48333,20277,"Maître Gims","fC6YV65JJ6g","FR","Bayonne",3034475,"FR","FRA175",""
"La même (feat. Vianney)",44.83248,-0.63381,33242,"Maître Gims","fC6YV65JJ6g","FR","Mérignac",2994393,"FR","FRA175",""
"La même (feat. Vianney)",44.84044,-0.5805,442984,"Maître Gims","fC6YV65JJ6g","FR","Bordeaux",3031582,"FR","FRA175",""
"La même (feat. Vianney)",45.77966,3.08628,126500,"Maître Gims","fC6YV65JJ6g","FR","Clermont-Ferrand",3024635,"FR","FRA184",""
"La même (feat. Vianney)",45.83153,1.25781,83815,"Maître Gims","fC6YV65JJ6g","FR","Limoges",2998286,"FR","FRA175",""
"La même (feat. Vianney)",46.16667,-1.15,69691,"Maître Gims","fC6YV65JJ6g","FR","La Rochelle",3006787,"FR","FRA175",""
"La même (feat. Vianney)",46.32313,-0.45877,60877,"Maître Gims","fC6YV65JJ6g","FR","Niort",2990355,"FR","FRA175",""
