"artist_name","latitude","longitude","views","track_link","track_name","rank","country_code","geo_name","geonameid","boundaries_admin_0","boundaries_admin_1","boundaries_admin_2","boundaries_admin_3","boundaries_admin_4","boundaries_admin_5","boundaries_postal_1","boundaries_postal_2","boundaries_postal_3","boundaries_postal_4"
"Red Velvet",37.5986,127.1394,101287,"6uJf2IT2Zh8","Peek-A-Boo",0,"KR","Guri-si",1841988,"KR","KRA141","KRA241310",NULL,NULL,NULL,"KRP1471",NULL,NULL,NULL
"Red Velvet",35.97861,126.71139,157561,"6uJf2IT2Zh8","Peek-A-Boo",0,"KR","Gunsan",1842025,"KR","KRA145","KRA245130",NULL,NULL,NULL,"KRP1573",NULL,NULL,NULL
"Red Velvet",36.1136,128.336,262285,"6uJf2IT2Zh8","Peek-A-Boo",0,"KR","Gumi",1842225,"KR","KRA147","KRA247190",NULL,NULL,NULL,"KRP1730",NULL,NULL,NULL
"Red Velvet",37.65639,126.835,590689,"6uJf2IT2Zh8","Peek-A-Boo",0,"KR","Goyang-si",1842485,"KR","KRA141","KRA241281",NULL,NULL,NULL,"KRP1412",NULL,NULL,NULL
"Red Velvet",36.45556,127.12472,116096,"6uJf2IT2Zh8","Peek-A-Boo",0,"KR","Gongju",1842616,"KR","KRA144","KRA244150",NULL,NULL,NULL,"KRP1314",NULL,NULL,NULL
"Red Velvet",35.23417,128.88111,582022,"6uJf2IT2Zh8","Peek-A-Boo",0,"KR","Kimhae",1842943,"KR","KRA148","KRA248250",NULL,NULL,NULL,"KRP1621",NULL,NULL,NULL
"Red Velvet",37.75556,128.89611,119714,"6uJf2IT2Zh8","Peek-A-Boo",0,"KR","Kang-neung",1843137,"KR","KRA142","KRA242150",NULL,NULL,NULL,"KRP1210",NULL,NULL,NULL
"Red Velvet",35.94389,126.95444,174161,"6uJf2IT2Zh8","Peek-A-Boo",0,"KR","Iksan",1843491,"KR","KRA145","KRA245140",NULL,NULL,NULL,"KRP1570",NULL,NULL,NULL
"Red Velvet",37.45646,126.70515,1650785,"6uJf2IT2Zh8","Peek-A-Boo",0,"KR","Incheon",1843564,"KR","KRA128","KRA228200",NULL,NULL,NULL,"KRP1405",NULL,NULL,NULL
"Red Velvet",37.27917,127.4425,129836,"6uJf2IT2Zh8","Peek-A-Boo",0,"KR","Icheon-si",1843702,"KR","KRA141","KRA241500",NULL,NULL,NULL,"KRP1467",NULL,NULL,NULL
"Red Velvet",37.20682,126.8169,384145,"6uJf2IT2Zh8","Peek-A-Boo",0,"KR","Hwaseong-si",1843847,"KR","KRA141","KRA241590",NULL,NULL,NULL,"KRP1445",NULL,NULL,NULL
"Red Velvet",37.87472,127.73417,180043,"6uJf2IT2Zh8","Peek-A-Boo",0,"KR","Chuncheon",1845136,"KR","KRA142","KRA242110",NULL,NULL,NULL,"KRP1200",NULL,NULL,NULL
"Red Velvet",35.82194,127.14889,445443,"6uJf2IT2Zh8","Peek-A-Boo",0,"KR","Jeonju",1845457,"KR","KRA145","KRA245111",NULL,NULL,NULL,"KRP1560",NULL,NULL,NULL
"Red Velvet",36.63722,127.48972,442326,"6uJf2IT2Zh8","Peek-A-Boo",0,"KR","Cheongju-si",1845604,"KR","KRA143","KRA243111",NULL,NULL,NULL,"KRP1360",NULL,NULL,NULL
"Red Velvet",36.8065,127.1522,403906,"6uJf2IT2Zh8","Peek-A-Boo",0,"KR","Cheonan",1845759,"KR","KRA144","KRA244131",NULL,NULL,NULL,"KRP1330",NULL,NULL,NULL
"Red Velvet",35.19278,128.08472,191347,"6uJf2IT2Zh8","Peek-A-Boo",0,"KR","Chinju",1846052,"KR","KRA148","KRA248170",NULL,NULL,NULL,"KRP1660",NULL,NULL,NULL
"Red Velvet",33.50972,126.52194,262318,"6uJf2IT2Zh8","Peek-A-Boo",0,"KR","Jeju City",1846266,"KR","KRA150","KRA250110",NULL,NULL,NULL,"KRP1690",NULL,NULL,NULL
"Red Velvet",37.3925,126.92694,383407,"6uJf2IT2Zh8","Peek-A-Boo",0,"KR","Anyang-si",1846898,"KR","KRA141","KRA241171",NULL,NULL,NULL,"KRP1430",NULL,NULL,NULL
"Red Velvet",37.01083,127.27028,98739,"6uJf2IT2Zh8","Peek-A-Boo",0,"KR","Anseong",1846912,"KR","KRA141","KRA241550",NULL,NULL,NULL,"KRP1456",NULL,NULL,NULL
"Red Velvet",37.32361,126.82194,438659,"6uJf2IT2Zh8","Peek-A-Boo",0,"KR","Ansan-si",1846918,"KR","KRA141","KRA241273",NULL,NULL,NULL,"KRP1425",NULL,NULL,NULL
"Red Velvet",36.56636,128.72275,83560,"6uJf2IT2Zh8","Peek-A-Boo",0,"KR","Andong",1846986,"KR","KRA147","KRA247170",NULL,NULL,NULL,"KRP1760",NULL,NULL,NULL
"TWICE",35.28361,139.66722,33676,"V2hlQkVJZhE","LIKEY",0,"JP","Yokosuka",1848313,"JP","JPA114","JPA214201",NULL,NULL,NULL,"JPP123","JPP2238",NULL,NULL
"TWICE",35.43333,139.65,1095354,"V2hlQkVJZhE","LIKEY",1,"JP","Yokohama",1848354,"JP","JPA114","JPA214104",NULL,NULL,NULL,"JPP123","JPP2231",NULL,NULL
"TWICE",34.96667,136.61667,67733,"V2hlQkVJZhE","LIKEY",0,"JP","Yokkaichi",1848373,"JP","JPA124","JPA224202",NULL,NULL,NULL,"JPP151","JPP2510",NULL,NULL
"TWICE",34.18333,131.46667,31784,"V2hlQkVJZhE","LIKEY",0,"JP","Yamaguchi",1848689,"JP","JPA135","JPA235203",NULL,NULL,NULL,"JPP175","JPP2753",NULL,NULL
"TWICE",36.56667,139.88333,109831,"V2hlQkVJZhE","LIKEY",1,"JP","Utsunomiya",1849053,"JP","JPA109","JPA209201",NULL,NULL,NULL,"JPP132","JPP2320",NULL,NULL
"TWICE",34.73333,136.51667,37732,"V2hlQkVJZhE","LIKEY",0,"JP","Tsu",1849796,"JP","JPA124","JPA224201",NULL,NULL,NULL,"JPP151","JPP2514",NULL,NULL
"TWICE",35.08333,137.15,53302,"V2hlQkVJZhE","LIKEY",0,"JP","Toyota",1849814,"JP","JPA123","JPA223211",NULL,NULL,NULL,"JPP147","JPP2471",NULL,NULL
"TWICE",34.78244,135.46932,39151,"V2hlQkVJZhE","LIKEY",0,"JP","Toyonaka",1849837,"JP","JPA127","JPA227203",NULL,NULL,NULL,"JPP156","JPP2561",NULL,NULL
"TWICE",36.7,137.21667,67404,"V2hlQkVJZhE","LIKEY",1,"JP","Toyama",1849876,"JP","JPA116","JPA216201",NULL,NULL,NULL,"JPP193","JPP2930",NULL,NULL
"TWICE",35.5,134.23333,32465,"V2hlQkVJZhE","LIKEY",0,"JP","Tottori",1849892,"JP","JPA131","JPA231201",NULL,NULL,NULL,"JPP168","JPP2680",NULL,NULL
"TWICE",34.06667,134.56667,51614,"V2hlQkVJZhE","LIKEY",0,"JP","Tokushima",1850158,"JP","JPA136","JPA236201",NULL,NULL,NULL,"JPP177","JPP2770",NULL,NULL
"TWICE",35.79916,139.46903,34082,"V2hlQkVJZhE","LIKEY",0,"JP","Tokorozawa",1850181,"JP","JPA111","JPA211208",NULL,NULL,NULL,"JPP135","JPP2359",NULL,NULL
"TWICE",34.84833,135.61678,52330,"V2hlQkVJZhE","LIKEY",0,"JP","Takatsuki",1850910,"JP","JPA127","JPA227207",NULL,NULL,NULL,"JPP156","JPP2569",NULL,NULL
"TWICE",36.33333,139.01667,60161,"V2hlQkVJZhE","LIKEY",1,"JP","Takasaki",1851002,"JP","JPA110","JPA210202",NULL,NULL,NULL,"JPP137","JPP2370",NULL,NULL
"TWICE",34.79936,135.35697,34750,"V2hlQkVJZhE","LIKEY",0,"JP","Takarazuka",1851012,"JP","JPA128","JPA228214",NULL,NULL,NULL,"JPP166","JPP2665",NULL,NULL
"TWICE",34.33333,134.05,73597,"V2hlQkVJZhE","LIKEY",1,"JP","Takamatsu",1851100,"JP","JPA137","JPA237201",NULL,NULL,NULL,"JPP176","JPP2760",NULL,NULL
"TWICE",34.76143,135.51567,39290,"V2hlQkVJZhE","LIKEY",0,"JP","Suita",1851483,"JP","JPA127","JPA227205",NULL,NULL,NULL,"JPP156","JPP2564",NULL,NULL
"TWICE",34.98333,138.38333,97024,"V2hlQkVJZhE","LIKEY",0,"JP","Shizuoka",1851717,"JP","JPA122","JPA222101",NULL,NULL,NULL,"JPP142","JPP2420",NULL,NULL
"TWICE",34.58333,135.46667,109493,"V2hlQkVJZhE","LIKEY",0,"JP","Sakai",1853195,"JP","JPA127","JPA227141",NULL,NULL,NULL,"JPP159","JPP2590",NULL,NULL
"TWICE",33.23333,130.3,61136,"V2hlQkVJZhE","LIKEY",0,"JP","Saga",1853303,"JP","JPA141","JPA241201",NULL,NULL,NULL,"JPP184","JPP2840",NULL,NULL
"TWICE",35,135.86667,74659,"V2hlQkVJZhE","LIKEY",0,"JP","Otsu",1853574,"JP","JPA125","JPA225201",NULL,NULL,NULL,"JPP152","JPP2520",NULL,NULL
"TWICE",34.69374,135.50218,1715150,"V2hlQkVJZhE","LIKEY",1,"JP","Osaka",1853909,"JP","JPA127","JPA227127",NULL,NULL,NULL,"JPP153","JPP2530",NULL,NULL
"TWICE",34.65,133.93333,151224,"V2hlQkVJZhE","LIKEY",0,"JP","Okayama",1854383,"JP","JPA133","JPA233102",NULL,NULL,NULL,"JPP170","JPP2703",NULL,NULL
"TWICE",33.23333,131.6,103697,"V2hlQkVJZhE","LIKEY",0,"JP","Oita",1854487,"JP","JPA144","JPA244201",NULL,NULL,NULL,"JPP187","JPP2870",NULL,NULL
"TWICE",37.88637,139.00589,182775,"V2hlQkVJZhE","LIKEY",0,"JP","Niigata",1855431,"JP","JPA115","JPA215107",NULL,NULL,NULL,"JPP195","JPP2950",NULL,NULL
"TWICE",34.68505,135.80485,74016,"V2hlQkVJZhE","LIKEY",0,"JP","Nara-shi",1855612,"JP","JPA129","JPA229201",NULL,NULL,NULL,"JPP163","JPP2630",NULL,NULL
"TWICE",26.21667,127.68333,199055,"V2hlQkVJZhE","LIKEY",0,"JP","Naha",1856035,"JP","JPA147","JPA247201",NULL,NULL,NULL,"JPP190","JPP2900",NULL,NULL
"TWICE",35.18147,136.90641,691830,"V2hlQkVJZhE","LIKEY",1,"JP","Nagoya",1856057,"JP","JPA123","JPA223106",NULL,NULL,NULL,"JPP146","JPP2460",NULL,NULL
"TWICE",32.75,129.88333,99965,"V2hlQkVJZhE","LIKEY",0,"JP","Nagasaki",1856177,"JP","JPA142","JPA242201",NULL,NULL,NULL,"JPP185","JPP2850",NULL,NULL
"TWICE",36.65,138.18333,65042,"V2hlQkVJZhE","LIKEY",1,"JP","Nagano",1856215,"JP","JPA120","JPA220201",NULL,NULL,NULL,"JPP138","JPP2380",NULL,NULL
"TWICE",31.91667,131.41667,98008,"V2hlQkVJZhE","LIKEY",0,"JP","Miyazaki",1856717,"JP","JPA145","JPA245201",NULL,NULL,NULL,"JPP188","JPP2880",NULL,NULL
"TWICE",36.23333,137.96667,34458,"V2hlQkVJZhE","LIKEY",1,"JP","Matsumoto",1857519,"JP","JPA120","JPA220202",NULL,NULL,NULL,"JPP139","JPP2390",NULL,NULL
"TWICE",35.48333,133.05,46917,"V2hlQkVJZhE","LIKEY",0,"JP","Matsue",1857550,"JP","JPA132","JPA232201",NULL,NULL,NULL,"JPP169","JPP2690",NULL,NULL
"TWICE",35.77995,139.90144,43958,"V2hlQkVJZhE","LIKEY",0,"JP","Matsudo",1857553,"JP","JPA112","JPA212207",NULL,NULL,NULL,"JPP127","JPP2271",NULL,NULL
"TWICE",36.4,139.08333,49612,"V2hlQkVJZhE","LIKEY",1,"JP","Maebashi",1857843,"JP","JPA110","JPA210201",NULL,NULL,NULL,"JPP137","JPP2371",NULL,NULL
"TWICE",35.02107,135.75385,336847,"V2hlQkVJZhE","LIKEY",0,"JP","Kyoto",1857910,"JP","JPA126","JPA226102",NULL,NULL,NULL,"JPP160","JPP2602",NULL,NULL
"TWICE",35.01667,135.96667,22109,"V2hlQkVJZhE","LIKEY",0,"JP","Kusatsu",1858067,"JP","JPA125","JPA225206",NULL,NULL,NULL,"JPP152","JPP2525",NULL,NULL
"TWICE",34.58333,133.76667,31207,"V2hlQkVJZhE","LIKEY",0,"JP","Kurashiki",1858311,"JP","JPA133","JPA233202",NULL,NULL,NULL,"JPP171","JPP2710",NULL,NULL
"TWICE",32.80589,130.69181,181087,"V2hlQkVJZhE","LIKEY",0,"JP","Kumamoto",1858421,"JP","JPA143","JPA243101",NULL,NULL,NULL,"JPP186","JPP2860",NULL,NULL
"TWICE",35.89035,139.78916,35915,"V2hlQkVJZhE","LIKEY",0,"JP","Koshigaya",1858729,"JP","JPA111","JPA211222",NULL,NULL,NULL,"JPP134","JPP2343",NULL,NULL
"TWICE",35.66667,138.56667,47059,"V2hlQkVJZhE","LIKEY",1,"JP","Kofu",1859100,"JP","JPA119","JPA219201",NULL,NULL,NULL,"JPP140","JPP2400",NULL,NULL
"TWICE",33.55,133.53333,60893,"V2hlQkVJZhE","LIKEY",0,"JP","Kochi",1859146,"JP","JPA139","JPA239201",NULL,NULL,NULL,"JPP178","JPP2780",NULL,NULL
"TWICE",34.6913,135.183,310890,"V2hlQkVJZhE","LIKEY",0,"JP","Kobe",1859171,"JP","JPA128","JPA228110",NULL,NULL,NULL,"JPP165","JPP2650",NULL,NULL
"TWICE",33.85181,130.85034,135176,"V2hlQkVJZhE","LIKEY",0,"JP","Kitakyushu",1859307,"JP","JPA140","JPA240106",NULL,NULL,NULL,"JPP180","JPP2803",NULL,NULL
"TWICE",35.52056,139.71722,135386,"V2hlQkVJZhE","LIKEY",0,"JP","Kawasaki",1859642,"JP","JPA114","JPA214131",NULL,NULL,NULL,"JPP121","JPP2210",NULL,NULL
"TWICE",35.80521,139.71072,74337,"V2hlQkVJZhE","LIKEY",0,"JP","Kawaguchi",1859730,"JP","JPA111","JPA211203",NULL,NULL,NULL,"JPP133","JPP2332",NULL,NULL
"TWICE",35.90861,139.48528,39996,"V2hlQkVJZhE","LIKEY",0,"JP","Kawagoe",1859740,"JP","JPA111","JPA211201",NULL,NULL,NULL,"JPP135","JPP2350",NULL,NULL
"TWICE",35.86224,139.97732,49278,"V2hlQkVJZhE","LIKEY",0,"JP","Kashiwa",1859924,"JP","JPA112","JPA212217",NULL,NULL,NULL,"JPP127","JPP2277",NULL,NULL
"TWICE",36.6,136.61667,115423,"V2hlQkVJZhE","LIKEY",0,"JP","Kanazawa",1860243,"JP","JPA117","JPA217201",NULL,NULL,NULL,"JPP192","JPP2920",NULL,NULL
"TWICE",34.76943,134.82905,34917,"V2hlQkVJZhE","LIKEY",0,"JP","Kakogawacho-honmachi",1860704,"JP","JPA128","JPA228210",NULL,NULL,NULL,"JPP167","JPP2675",NULL,NULL
"TWICE",31.56667,130.55,142581,"V2hlQkVJZhE","LIKEY",0,"JP","Kagoshima",1860827,"JP","JPA146","JPA246201",NULL,NULL,NULL,"JPP189","JPP2890",NULL,NULL
"TWICE",34.41667,135.31667,30327,"V2hlQkVJZhE","LIKEY",0,"JP","Izumisano",1861091,"JP","JPA127","JPA227213",NULL,NULL,NULL,"JPP159","JPP2598",NULL,NULL
"TWICE",34.4,132.45,226611,"V2hlQkVJZhE","LIKEY",0,"JP","Hiroshima",1862415,"JP","JPA134","JPA234101",NULL,NULL,NULL,"JPP173","JPP2730",NULL,NULL
"TWICE",34.81352,135.64914,55009,"V2hlQkVJZhE","LIKEY",0,"JP","Hirakata",1862540,"JP","JPA127","JPA227210",NULL,NULL,NULL,"JPP157","JPP2573",NULL,NULL
"TWICE",34.81667,134.7,62980,"V2hlQkVJZhE","LIKEY",0,"JP","Himeji",1862627,"JP","JPA128","JPA228201",NULL,NULL,NULL,"JPP167","JPP2670",NULL,NULL
"TWICE",34.7,137.73333,144938,"V2hlQkVJZhE","LIKEY",1,"JP","Hamamatsu",1863289,"JP","JPA122","JPA222131",NULL,NULL,NULL,"JPP143","JPP2430",NULL,NULL
"TWICE",35.65583,139.32389,69417,"V2hlQkVJZhE","LIKEY",0,"JP","Hachioji",1863440,"JP","JPA113","JPA213201",NULL,NULL,NULL,"JPP119","JPP2193",NULL,NULL
"TWICE",35.42291,136.76039,107286,"V2hlQkVJZhE","LIKEY",0,"JP","Gifu-shi",1863641,"JP","JPA121","JPA221201",NULL,NULL,NULL,"JPP150","JPP2500",NULL,NULL
"TWICE",34.48333,133.36667,46709,"V2hlQkVJZhE","LIKEY",0,"JP","Fukuyama",1863917,"JP","JPA134","JPA234207",NULL,NULL,NULL,"JPP172","JPP2720",NULL,NULL
"TWICE",33.6,130.41667,529614,"V2hlQkVJZhE","LIKEY",0,"JP","Fukuoka",1863967,"JP","JPA140","JPA240132",NULL,NULL,NULL,"JPP181","JPP2812",NULL,NULL
"TWICE",36.06443,136.22257,67187,"V2hlQkVJZhE","LIKEY",0,"JP","Fukui-shi",1863985,"JP","JPA118","JPA218201",NULL,NULL,NULL,"JPP191","JPP2910",NULL,NULL
"TWICE",35.34926,139.47666,39742,"V2hlQkVJZhE","LIKEY",0,"JP","Fujisawa",1864092,"JP","JPA114","JPA214205",NULL,NULL,NULL,"JPP125","JPP2251",NULL,NULL
"TWICE",34.71667,135.41667,56282,"V2hlQkVJZhE","LIKEY",0,"JP","Amagasaki",1865387,"JP","JPA128","JPA228202",NULL,NULL,NULL,"JPP166","JPP2660",NULL,NULL
"Red Velvet",34.76062,127.66215,140548,"6uJf2IT2Zh8","Peek-A-Boo",0,"KR","Yeosu",1884138,"KR","KRA146","KRA246130",NULL,NULL,NULL,"KRP1555",NULL,NULL,NULL
"Red Velvet",37.43861,127.13778,514995,"6uJf2IT2Zh8","Peek-A-Boo",0,"KR","Seongnam-si",1897000,"KR","KRA141","KRA241131",NULL,NULL,NULL,"KRP1461",NULL,NULL,NULL
"Red Velvet",37.63667,127.21417,368360,"6uJf2IT2Zh8","Peek-A-Boo",0,"KR","Namyangju",1897122,"KR","KRA141","KRA241360",NULL,NULL,NULL,"KRP1472",NULL,NULL,NULL
"TWICE",34.23333,135.16667,79725,"V2hlQkVJZhE","LIKEY",0,"JP","Wakayama",1926004,"JP","JPA130","JPA230201",NULL,NULL,NULL,"JPP164","JPP2640",NULL,NULL
"TWICE",33.83916,132.76574,92349,"V2hlQkVJZhE","LIKEY",1,"JP","Matsuyama",1926099,"JP","JPA138","JPA238201",NULL,NULL,NULL,"JPP179","JPP2790",NULL,NULL
"Red Velvet",37.47722,126.86639,135122,"6uJf2IT2Zh8","Peek-A-Boo",0,"KR","Kwangmyong",1948005,"KR","KRA141","KRA241210",NULL,NULL,NULL,"KRP1423",NULL,NULL,NULL
"Feduk",62.03389,129.73306,69933,"wOBnq0Ewz5k","Розовое вино",0,"RU","Yakutsk",2013159,"RU","RUA14","RUA298","RUA398401",NULL,NULL,"RUP167",NULL,NULL,NULL
"Feduk",43.10562,131.87353,130496,"wOBnq0Ewz5k","Розовое вино",0,"RU","Vladivostok",2013348,"RU","RUA14","RUA205","RUA305401",NULL,"RUA505401376",NULL,NULL,NULL,NULL
"Vremya i Steklo",43.80291,131.94578,22706,"q--5Ht49vNY","Тролль",0,"RU","Ussuriysk",2014006,"RU","RUA14","RUA205","RUA305423",NULL,NULL,"RUP169",NULL,NULL,NULL
"Vremya i Steklo",51.82721,107.60627,75147,"q--5Ht49vNY","Тролль",0,"RU","Ulan-Ude",2014407,"RU","RUA15","RUA281","RUA381401",NULL,"RUA581401365",NULL,NULL,NULL,NULL
"Vremya i Steklo",50.55034,137.00995,53212,"q--5Ht49vNY","Тролль",0,"RU","Komsomolsk-on-Amur",2021851,"RU","RUA14","RUA208","RUA308409",NULL,NULL,"RUP168",NULL,NULL,NULL
"Vremya i Steklo",52.29778,104.29639,230364,"q--5Ht49vNY","Тролль",0,"RU","Irkutsk",2023469,"RU","RUA15","RUA225","RUA325401",NULL,"RUA525401370",NULL,NULL,NULL,NULL
"Vremya i Steklo",52.03171,113.50087,85646,"q--5Ht49vNY","Тролль",0,"RU","Chita",2025339,"RU","RUA15","RUA276","RUA376401",NULL,"RUA576401373",NULL,NULL,NULL,NULL
"Vremya i Steklo",50.27961,127.5405,62756,"q--5Ht49vNY","Тролль",0,"RU","Blagoveshchensk",2026609,"RU","RUA14","RUA210","RUA310401",NULL,NULL,"RUP167",NULL,NULL,NULL
"Ed Sheeran",47.90771,106.88324,654530,"JGwWNGJdvx8","Shape of You",0,"MN","Ulan Bator",2028462,"MN","MNA119","MNA21903",NULL,NULL,NULL,"MNP116","MNP21600",NULL,NULL
"Ed Sheeran",-31.95224,115.8614,670749,"2Vv-BfVoq4g","Perfect",0,"AU","Perth",2063523,"AU","AUA15","AUA2503","AUA350302","AUA4503021041",NULL,NULL,NULL,NULL,NULL
"Ed Sheeran",-34.92866,138.59863,468022,"2Vv-BfVoq4g","Perfect",0,"AU","Adelaide",2078025,"AU","AUA14","AUA2401","AUA340101","AUA4401011001",NULL,NULL,NULL,NULL,NULL
"TWICE",38.23333,140.36667,60802,"V2hlQkVJZhE","LIKEY",1,"JP","Yamagata",2110556,"JP","JPA106","JPA206201",NULL,NULL,NULL,"JPP199","JPP2990",NULL,NULL
"TWICE",36.2,140.1,51487,"V2hlQkVJZhE","LIKEY",1,"JP","Tsukuba",2110683,"JP","JPA108","JPA208220",NULL,NULL,NULL,"JPP130","JPP2300",NULL,NULL
"TWICE",38.26667,140.86667,202833,"V2hlQkVJZhE","LIKEY",1,"JP","Sendai",2111149,"JP","JPA104","JPA204101",NULL,NULL,NULL,"JPP198","JPP2980",NULL,NULL
"TWICE",39.7,141.15,66933,"V2hlQkVJZhE","LIKEY",1,"JP","Morioka",2111834,"JP","JPA103","JPA203201",NULL,NULL,NULL,"JPP102","JPP2020",NULL,NULL
"TWICE",36.35,140.45,57481,"V2hlQkVJZhE","LIKEY",1,"JP","Mito",2111901,"JP","JPA108","JPA208201",NULL,NULL,NULL,"JPP131","JPP2310",NULL,NULL
"TWICE",37.4,140.38333,66701,"V2hlQkVJZhE","LIKEY",1,"JP","Koriyama",2112141,"JP","JPA107","JPA207203",NULL,NULL,NULL,"JPP196","JPP2963",NULL,NULL
"TWICE",37.05,140.88333,38070,"V2hlQkVJZhE","LIKEY",1,"JP","Iwaki",2112539,"JP","JPA107","JPA207204",NULL,NULL,NULL,"JPP197","JPP2973",NULL,NULL
"TWICE",37.75,140.46667,37980,"V2hlQkVJZhE","LIKEY",1,"JP","Fukushima",2112923,"JP","JPA107","JPA207201",NULL,NULL,NULL,"JPP196","JPP2960",NULL,NULL
"TWICE",35.6,140.11667,197336,"V2hlQkVJZhE","LIKEY",1,"JP","Chiba",2113015,"JP","JPA112","JPA212101",NULL,NULL,NULL,"JPP126","JPP2260",NULL,NULL
"TWICE",39.71667,140.11667,64758,"V2hlQkVJZhE","LIKEY",1,"JP","Akita",2113126,"JP","JPA105","JPA205201",NULL,NULL,NULL,"JPP101","JPP2010",NULL,NULL
"Vremya i Steklo",46.95407,142.73603,52921,"q--5Ht49vNY","Тролль",0,"RU","Yuzhno-Sakhalinsk",2119441,"RU","RUA14","RUA264","RUA364401",NULL,NULL,"RUP169",NULL,NULL,NULL
"TWICE",43.06667,141.35,425513,"V2hlQkVJZhE","LIKEY",1,"JP","Sapporo",2128295,"JP","JPA101","JPA201101",NULL,NULL,NULL,"JPP106","JPP2060",NULL,NULL
"TWICE",41.77583,140.73667,31429,"V2hlQkVJZhE","LIKEY",0,"JP","Hakodate",2130188,"JP","JPA101","JPA201202",NULL,NULL,NULL,"JPP104","JPP2040",NULL,NULL
"TWICE",40.5,141.5,39453,"V2hlQkVJZhE","LIKEY",0,"JP","Hachinohe",2130203,"JP","JPA102","JPA202203",NULL,NULL,NULL,"JPP103","JPP2031",NULL,NULL
"TWICE",40.81667,140.73333,63475,"V2hlQkVJZhE","LIKEY",0,"JP","Aomori",2130658,"JP","JPA102","JPA202201",NULL,NULL,NULL,"JPP103","JPP2030",NULL,NULL
"Ed Sheeran",-22.27407,166.44884,161285,"2Vv-BfVoq4g","Perfect",0,"NC","Noumea",2139521,"NC",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Ed Sheeran",-33.86785,151.20732,2239205,"2Vv-BfVoq4g","Perfect",0,"AU","Sydney",2147714,"AU","AUA11","AUA2117","AUA311703","AUA4117031337",NULL,NULL,NULL,NULL,NULL
"Ed Sheeran",-32.92715,151.77647,36773,"2Vv-BfVoq4g","Perfect",0,"AU","Newcastle",2155472,"AU","AUA11","AUA2111","AUA311103","AUA4111031229",NULL,NULL,NULL,NULL,NULL
"Ed Sheeran",-37.814,144.96332,1799392,"2Vv-BfVoq4g","Perfect",0,"AU","Melbourne",2158177,"AU","AUA12","AUA2206","AUA320604","AUA4206041122",NULL,NULL,NULL,NULL,NULL
"Ed Sheeran",-28.00029,153.43088,126027,"2Vv-BfVoq4g","Perfect",0,"AU","Gold Coast",2165087,"AU","AUA13","AUA2309","AUA330910","AUA4309101270",NULL,NULL,NULL,NULL,NULL
"Ed Sheeran",-27.46794,153.02809,1039587,"2Vv-BfVoq4g","Perfect",0,"AU","Brisbane",2174003,"AU","AUA13","AUA2305","AUA330501","AUA4305011105",NULL,NULL,NULL,NULL,NULL
"Ed Sheeran",-41.28664,174.77557,155576,"2Vv-BfVoq4g","Perfect",0,"NZ","Wellington",2179537,"NZ","NZA109","NZA2047","NZA304703","NZA42127300",NULL,NULL,NULL,NULL,NULL
"Ed Sheeran",-40.35636,175.61113,43377,"2Vv-BfVoq4g","Perfect",0,"NZ","Palmerston North",2185018,"NZ","NZA108","NZA2040","NZA304099","NZA41828600",NULL,NULL,NULL,NULL,NULL
"Ed Sheeran",-36.8,174.75,28398,"2Vv-BfVoq4g","Perfect",0,"NZ","North Shore",2185964,"NZ","NZA102","NZA2076","NZA307603","NZA40365400",NULL,NULL,NULL,NULL,NULL
"Ed Sheeran",-39.06667,174.08333,23115,"2Vv-BfVoq4g","Perfect",0,"NZ","New Plymouth",2186239,"NZ","NZA107","NZA2033","NZA303301","NZA41601100",NULL,NULL,NULL,NULL,NULL
"Camila Cabello",-39.4926,176.91233,43150,"BQ0mxQXmLsk","Havana",0,"NZ","Napier",2186313,"NZ","NZA106","NZA2031","NZA303103","NZA41428100",NULL,NULL,NULL,NULL,NULL
"Camila Cabello",-41.21667,174.91667,15963,"BQ0mxQXmLsk","Havana",0,"NZ","Lower Hutt",2188164,"NZ","NZA109","NZA2046","NZA304604","NZA41971300",NULL,NULL,NULL,NULL,NULL
"Camila Cabello",-37.78333,175.28333,91885,"BQ0mxQXmLsk","Havana",0,"NZ","Hamilton",2190324,"NZ","NZA103","NZA2016","NZA301602","NZA40863100",NULL,NULL,NULL,NULL,NULL
"Ed Sheeran",-45.87416,170.50361,39666,"2Vv-BfVoq4g","Perfect",0,"NZ","Dunedin",2191562,"NZ","NZA114","NZA2071","NZA307103","NZA42899900",NULL,NULL,NULL,NULL,NULL
"Ed Sheeran",-43.53333,172.63333,206633,"2Vv-BfVoq4g","Perfect",0,"NZ","Christchurch",2192362,"NZ","NZA113","NZA2060","NZA306005","NZA42648100",NULL,NULL,NULL,NULL,NULL
"Ed Sheeran",-36.84853,174.76349,779947,"2Vv-BfVoq4g","Perfect",0,"NZ","Auckland",2193733,"NZ","NZA102","NZA2076","NZA307605","NZA40433802",NULL,NULL,NULL,NULL,NULL
"Ed Sheeran",-18.14161,178.44149,76281,"2Vv-BfVoq4g","Perfect",0,"FJ","Suva",2198148,"FJ",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Ed Sheeran",-37.68611,176.16667,71585,"2Vv-BfVoq4g","Perfect",0,"NZ","Tauranga",2208032,"NZ","NZA104","NZA2023","NZA302303","NZA41164700",NULL,NULL,NULL,NULL,NULL
